"","WCRNUMBER","LEGACYLOGNUMBER","STATE_WELL_NUMBER","CASING_NUMBER","SITE_CODE.x","LOCAL_WELL_NUMBER","EWM_MASTER_SITE_ID","LATITUDE.x","LONGITUDE.x","ELEVATION","CREATED_DT","PERSON_ID","SITE_CODE.y","SITE_CODE_ROOT","SITE_CODE_SEQ","EWM_ACCESS_RESTRICTION_ID","MODIFIED_DATE.x","MODIFIED_USER.x","MODIFIED_PROC.x","HORZ_COORDINATE_TYPE_ID","VERT_COORDINATE_TYPE_ID","HORZ_MEASUREMENT_METHOD_ID","VERT_MEASUREMENT_METHOD_ID","HORZ_MEASUREMENT_ACCURACY_ID","VERT_MEASUREMENT_ACCURACY_ID","EWM_MASTER_SITE_ACTV","APPL_ID.x","EWM_STATION_ID","EWM_BASIN_PORTION_ID","EWM_BASIN_ID","VERTICAL_MEASURE_METHOD_ID","VERTICAL_MEASURE_ACCURACY_ID","EWM_WELL_COMPLETION_ID","COMPLETION_RPT_NBR_AVAIL","LATEST_RP_ELEVATION","LATEST_GS_ELEVATION","COMPLETION_RPT_NBR","WELL_LOCATION_DESC","SAME_AS_STATE_WELL_NBR","EWM_STATION_USE_ID","EWM_STATION_ACTV","TOTAL_DEPTH_FT","EWM_OCCURRENCE_TYPE_ID","EWM_CONFIDENCE_TYPE_ID","WELL_DEPTH_UNKNOWN","RP_DESC","HAS_WELL_CONSTRUCTION_DATA","ADDL_COMMENTS","LOCAL_WELL_DESIGNATION","MODIFIED_USER.y","MODIFIED_DATE.y","MODIFIED_PROC.y","IS_VOLUNTARY_REPORTING","HORIZONTAL_MEASURE_METHOD_ID","HORIZONTAL_MEASURE_ACCURACY_ID","COUNTY_ID","LATITUDE.y","LONGITUDE.y","EWM_COORDINATE_TYPE_ID","PRIMARY_WELL_ORG_ID","APPL_ID.y","OWNER_ORG_ID"
"1246","WCR0271477",NA,"04S08E22R001M",NA,NA,NA,67178,37.566,121.067,57.41,"2011-05-13 16:30:40",70371,"375660N1210668W001","375660N1210668W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,2166,NA,339,0,0,1,"N",58.41,57.41,NA,NA,"N",1,"Y",230,NA,NA,"N","None Provided","Y","Unconfined. No blue clay in well geological layers.

open bottom well: 130-230","TID 91","charles.mckenzie@water.ca.gov","2017-11-03 18:02:50","CASGEM","Y",0,0,50,37.566,-121.067,5,NA,24,NA
"1247","WCR0271481",NA,"04S08E27H001M",NA,NA,NA,67188,37.5607,121.067,52.42,"2011-05-13 16:30:40",70371,"375607N1210671W001","375607N1210671W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,2176,732,339,7,1,1,"N",60.1,57,NA,"150 ft west of Jennings Rd, 2,000 ft south of W. Grayson Rd","N",3,"Y",212,NA,NA,"N","RP elevation surveyed using survey grade GPS. GS elevation taken from DEM.","Y","Unconfined. Perfed above blue clay from 170-210'","TID 111","siran.erysian@water.ca.gov","2019-04-11 18:03:58","CASGEM","N",1,9,50,37.5611,-121.067,5,5060,24,5060
"1248","WCR0271808",NA,"17S23E21C001M",NA,NA,NA,50797,36.4442,119.484,285.69,"2011-05-13 16:30:43",70371,"364442N1194835W001","364442N1194835W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,17728,NA,349,0,0,3,"N",285.69,285.69,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"156A","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,54,36.4442,-119.484,6,NA,24,NA
"1249","WCR0271056",NA,"08S14E13A001M",NA,NA,NA,78857,37.241,120.38,197.37,"2011-05-13 16:30:37",70371,"372410N1203804W001","372410N1203804W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,10192,NA,340,0,0,1,"N",198.87,197.37,NA,NA,"N",6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"81D","mcginnis@water.ca.gov","2017-11-03 18:02:50","CASGEM","Y",0,0,24,37.241,-120.38,5,NA,24,NA
"1250","WCR0271814",NA,"11N22W09C001S",NA,NA,NA,51221,35.0605,119.237,585.51,"2011-05-13 16:30:44",70371,"350605N1192366W001","350605N1192366W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,30198,NA,355,0,0,3,"N",585.51,585.51,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.0605,-119.237,6,NA,24,NA
"1251","WCR0271815",NA,"29S26E06R001M",NA,NA,NA,56003,35.4275,119.216,335.22,"2011-05-13 16:30:35",70371,"354275N1192165W001","354275N1192165W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,36553,NA,355,0,0,3,"N",336.52,335.22,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"5E56","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.4275,-119.216,6,NA,24,NA
"1252","WCR0268487","00288959","09N10W16M001S",NA,NA,NA,72572,34.8705,117.951,2326.66,"2011-05-13 16:30:34",70371,"348705N1179513W001","348705N1179513W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,28973,NA,431,0,0,3,"N",2326.66,2326.66,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,34.8705,-117.951,6,NA,24,NA
"1253","WCR0267109",NA,"27S26E32E001M",NA,NA,NA,55300,35.5383,119.202,442.7,"2011-05-13 16:30:35",70371,"355383N1192017W001","355383N1192017W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,21036,NA,355,0,0,3,"N",444.5,442.7,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.5383,-119.202,6,NA,24,NA
"1254","WCR0267115",NA,"32S29E18P001M",NA,NA,NA,77330,35.1366,118.907,402.43,"2011-05-13 16:30:37",70371,"351366N1189066W001","351366N1189066W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,36682,NA,355,0,0,3,"N",403.43,402.43,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.1366,-118.907,6,NA,24,NA
"1255","WCR0271396",NA,"17S16E13D001M",NA,NA,NA,51534,36.4575,120.193,228.89,"2011-05-13 16:30:43",70371,"364575N1201932W001","364575N1201932W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,17348,NA,350,0,0,3,"N",229.89,228.89,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.4575,-120.193,6,NA,24,NA
"1256","WCR0270471",NA,"27S22E14N001M",NA,NA,NA,52975,35.5722,119.579,242.35,"2011-05-13 16:30:43",70371,"355722N1195791W001","355722N1195791W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,37327,NA,355,0,0,3,"N",246.35,242.35,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.5722,-119.579,6,NA,24,NA
"1257","WCR0271023",NA,"05S10E34J001M",NA,NA,NA,85450,37.4546,120.849,95.29,"2011-05-13 16:30:36",70371,"374546N1208493W001","374546N1208493W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,7235,732,339,7,0,1,"N",95.73,97,NA,NA,"N",6,"U",NA,NA,NA,"Y","none provided","N",NA,"120A","dcliebersbach@tid.org","2019-04-11 18:03:59","CASGEM","Y",0,0,50,37.4546,-120.849,5,5060,24,5060
"1258","WCR0267069",NA,"03S08E13F001M",NA,NA,NA,88972,37.6777,121.04,83.06,"2011-05-13 16:30:46",70371,"376777N1210404W001","376777N1210404W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,26361,NA,338,0,0,3,"N",83.06,83.06,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"204","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,50,37.6777,-121.04,6,NA,24,NA
"1259","WCR0267072","00000204","16S23E20B001M",NA,NA,NA,58005,36.5319,119.491,312.66,"2011-05-13 16:30:36",70371,"365319N1194913W001","365319N1194913W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,18277,NA,349,0,0,3,"N",313.66,312.66,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,54,36.5319,-119.491,6,NA,24,NA
"1260","WCR0267076",NA,"03S08E20J001M",NA,NA,NA,88996,37.6596,121.107,60.76,"2011-05-13 16:30:46",70371,"376596N1211074W001","376596N1211074W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,3870,NA,338,0,0,3,"N",60.76,60.76,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"037","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,50,37.6596,-121.107,6,NA,24,NA
"1261","WCR0271167",NA,"05S09E07B001M",NA,NA,NA,85644,37.5224,121.02,56.41,"2011-05-13 16:30:35",70371,"375224N1210196W001","375224N1210196W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,4935,732,339,0,0,1,"N",56.41,56.41,NA,"3300 ft east of S Carpenter Rd, 10 ft north of Monte Vista Rd","N",7,"Y",110,NA,NA,"N","None Provided","Y",NA,"TID 063","dcliebersbach@tid.org","2019-04-11 18:03:58","CASGEM","N",0,0,50,37.5224,-121.02,5,5060,24,5060
"1262","WCR0271880",NA,"14S13E35N001M",NA,NA,NA,53757,36.6625,120.532,335.55,"2011-05-13 16:30:43",70371,"366625N1205318W001","366625N1205318W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,14377,NA,350,0,0,3,"N",336.55,335.55,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.6625,-120.532,6,NA,24,NA
"1263","WCR0271883",NA,"14S14E28R001M",NA,NA,NA,50676,36.6786,120.446,239.5,"2011-05-13 16:30:43",70371,"366786N1204460W001","366786N1204460W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,15095,NA,350,0,0,3,"N",240.5,239.5,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.6786,-120.446,6,NA,24,NA
"1264","WCR0272196",NA,"32S25E28B001M",NA,NA,NA,81623,35.1222,119.294,368.48,"2011-05-13 16:30:43",70371,"351222N1192944W001","351222N1192944W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,23741,NA,355,0,0,3,"N",369.98,368.48,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.1222,-119.294,6,NA,24,NA
"1265","WCR0273884",NA,"18S17E12N001M",NA,NA,NA,57493,36.3719,120.08,255.96,"2011-05-13 16:30:37",70371,"363719N1200804W001","363719N1200804W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,18472,NA,350,0,0,3,"N",256.96,255.96,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.3719,-120.08,6,NA,24,NA
"1266","WCR0273885",NA,"18S17E22P001M",NA,NA,NA,57472,36.3428,120.116,285.24,"2011-05-13 16:30:37",70371,"363428N1201157W001","363428N1201157W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,16421,NA,350,0,0,3,"N",286.24,285.24,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.3428,-120.116,6,NA,24,NA
"1267","WCR0274986","00009590","31S25E36A001M",NA,NA,NA,51060,35.1919,119.236,291.44,"2011-05-13 16:30:44",70371,"351919N1192363W001","351919N1192363W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,22022,NA,355,0,0,3,"N",293.44,291.44,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.1919,-119.236,6,NA,24,NA
"1268","WCR0272200",NA,"28S25E08B001M",NA,NA,NA,62069,35.5136,119.31,342.66,"2011-05-13 16:30:45",70371,"355136N1193096W001","355136N1193096W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,22883,NA,355,0,0,3,"N",343.66,342.66,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2019-04-11 18:03:58","WDL STN MOVE","Y",0,0,15,35.5136,-119.31,6,1103,24,1103
"1269","WCR0272210",NA,"27S24E15P001M",NA,NA,NA,61291,35.5731,119.377,307.59,"2011-05-13 16:30:44",70371,"355731N1193767W001","355731N1193767W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,19506,NA,355,0,0,3,"N",308.19,307.59,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.5731,-119.377,6,NA,24,NA
"1270","WCR0274201",NA,"19S17E23P001M",NA,NA,NA,74467,36.2561,120.098,334.35,"2011-05-13 16:30:38",70371,"362561N1200979W001","362561N1200979W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,35260,NA,350,0,0,3,"N",334.35,334.35,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.2561,-120.098,6,NA,24,NA
"1271","WCR0274206",NA,"31S27E16R001M",NA,NA,NA,51037,35.2264,119.078,325.28,"2011-05-13 16:30:44",70371,"352264N1190782W001","352264N1190782W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,24267,NA,355,0,0,3,"N",325.78,325.28,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.2264,-119.078,6,NA,24,NA
"1272","WCR0273981",NA,"12N21W36N001S",NA,NA,NA,63625,35.0778,119.083,400.45,"2011-05-13 16:30:44",70371,"350778N1190826W001","350778N1190826W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,33973,NA,355,0,0,1,"N",400.45,400.45,NA,NA,"N",6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"12N21W36N001S","cpeery@water.ca.gov","2017-11-03 18:02:50","CASGEM","Y",0,0,15,35.0778,-119.083,5,NA,24,NA
"1273","WCR0273085",NA,"05S09E20K001M",NA,NA,NA,82325,37.4846,121.002,60.38,"2011-05-13 16:30:42",70371,"374846N1210024W001","374846N1210024W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,5088,NA,339,0,0,3,"N",60.38,60.38,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"66A","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,50,37.4846,-121.002,6,NA,24,NA
"1274","WCR0273988",NA,"11N18W06D001S",NA,NA,NA,57094,35.0744,118.845,611.55,"2011-05-13 16:30:36",70371,"350744N1188448W001","350744N1188448W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,31445,NA,578,0,0,3,"N",611.55,611.55,NA,NA,"N",6,"Y",NA,NA,NA,"N","None Provided","N",NA,NA,"B118 2019","2019-06-26 14:59:01","CASGEM","Y",0,0,15,35.0744,-118.845,6,NA,24,NA
"1275","WCR0273990",NA,"27S23E24E001M",NA,NA,NA,61348,35.5653,119.456,281.41,"2011-05-13 16:30:44",70371,"355653N1194560W001","355653N1194560W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,18820,NA,355,0,0,3,"N",282.41,281.41,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.5653,-119.456,6,NA,24,NA
"1276","WCR0273992",NA,"28S25E13J001M",NA,NA,NA,62030,35.4933,119.228,371.6,"2011-05-13 16:30:45",70371,"354933N1192285W001","354933N1192285W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,22891,NA,355,0,0,3,"N",372.8,371.6,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"4D133","DA LOAD","2019-04-11 18:03:58","WDL STN MOVE","Y",0,0,15,35.4933,-119.228,6,1103,24,1103
"1277","WCR0273396",NA,"04S09E29E001M",NA,NA,NA,67142,37.5593,121.011,72.43,"2011-05-13 16:30:40",70371,"375593N1210107W001","375593N1210107W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,3025,NA,339,0,0,3,"N",72.43,72.43,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"69","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,50,37.5593,-121.011,6,NA,24,NA
"1278","WCR0273397",NA,"05S10E33F001M",NA,NA,NA,85447,37.4571,120.877,88.29,"2011-05-13 16:30:36",70371,"374571N1208768W001","374571N1208768W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,7232,NA,339,0,0,3,"N",88.29,88.29,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"172","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,50,37.4571,-120.877,6,NA,24,NA
"1279","WCR0271215",NA,"18S23E24K001M",NA,NA,NA,92381,36.3486,119.427,0,"2011-12-15 12:06:18",NA,"363486N1194269W001","363486N1194269W",1,3000,"2017-11-03 18:02:50","rsilva@kdwcd.com","CASGEM",NA,NA,0,0,0,0,"Y",24,47893,1076,352,2,3,1,"Y",286,285.7,"292",NA,"N",2,"N",336,NA,NA,"N","none provided","Y","Caltrans to cover well - Discontinue measurement
Replaced with 18S23E24L001M","X-18S23E24K001M","ldotson@kdwcd.com","2019-04-11 18:03:58","CASGEM","Y",3,10,54,36.3486,-119.427,NA,5155,24,5155
"1280","WCR0271221",NA,"31S26E29L001M",NA,NA,NA,51042,35.2011,119.213,297.42,"2011-05-13 16:30:44",70371,"352011N1192132W001","352011N1192132W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,24015,NA,355,0,0,3,"N",297.42,297.42,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.2011,-119.213,6,NA,24,NA
"1281","WCR0273623",NA,"17S15E06Q001M",NA,NA,NA,60235,36.4725,120.383,419.89,"2011-05-13 16:30:36",70371,"364725N1203832W001","364725N1203832W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,16457,NA,350,0,0,3,"N",419.89,419.89,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.4725,-120.383,6,NA,24,NA
"1282","WCR0273402",NA,"14S14E29R001M",NA,NA,NA,50679,36.6767,120.465,258.51,"2011-05-13 16:30:43",70371,"366767N1204646W001","366767N1204646W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,32441,NA,350,0,0,3,"N",259.51,258.51,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.6767,-120.465,6,NA,24,NA
"1283","WCR0273403",NA,"14S14E35N001M",NA,NA,NA,50699,36.6619,120.424,224.51,"2011-05-13 16:30:43",70371,"366619N1204238W001","366619N1204238W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,32732,NA,350,0,0,3,"N",225.51,224.51,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.6619,-120.424,6,NA,24,NA
"1284","WCR0273942",NA,"32S28E33J001M",NA,NA,NA,87793,35.0972,118.971,432.47,"2011-05-13 16:30:46",70371,"350972N1189713W001","350972N1189713W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,22438,NA,355,0,0,3,"N",433.87,432.47,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.0972,-118.971,6,NA,24,NA
"1285","WCR0273944",NA,"27S26E32A001M",NA,NA,NA,55299,35.5433,119.188,464.71,"2011-05-13 16:30:35",70371,"355433N1191876W001","355433N1191876W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,21035,NA,355,0,0,3,"N",465.21,464.71,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"3E327","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.5433,-119.188,6,NA,24,NA
"1286","WCR0273040",NA,"06S08E29E001M",NA,NA,NA,68665,37.386,121.12,220.51,"2011-05-13 16:30:40",70371,"373860N1211204W001","373860N1211204W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,28723,NA,343,0,0,3,"N",221.71,220.51,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,50,37.386,-121.12,6,NA,24,NA
"1287","WCR0273045",NA,"06S10E09Q003M",NA,NA,NA,68552,37.4193,120.873,87.32,"2011-05-13 16:30:40",70371,"374193N1208732W001","374193N1208732W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,6590,NA,339,0,0,3,"N",87.32,87.32,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"20B","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,24,37.4193,-120.873,6,NA,24,NA
"1288","WCR0273950",NA,"29S28E19D001M",NA,NA,NA,59159,35.3947,119.018,413.5,"2011-05-13 16:30:36",70371,"353947N1190178W001","353947N1190178W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,23810,NA,355,0,0,3,"N",413.5,413.5,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.3947,-119.018,6,NA,24,NA
"1289","WCR0273951",NA,"29S28E19J001M",NA,NA,NA,59160,35.3903,119.005,418.18,"2011-05-13 16:30:36",70371,"353903N1190053W001","353903N1190053W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,37356,NA,355,0,0,3,"N",418.18,418.18,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.3903,-119.005,6,NA,24,NA
"1290","WCR0272673",NA,"15S13E13B001M",NA,NA,NA,74554,36.6328,120.505,327.58,"2011-05-13 16:30:38",70371,"366328N1205046W001","366328N1205046W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,16848,793,350,2,2,1,"N",327.6,327.6,NA,"2900' e/o Newcomb Ave. and 80' s/o Adams Ave.","N",3,"Y",1611,NA,NA,"N","Ground Surface","Y",NA,"15S/13E-13B01","dloyd@westlandswater.org","2019-04-11 18:03:59","CASGEM","Y",3,10,10,36.6326,-120.505,5,5100,24,5100
"1291","WCR0272674",NA,"15S13E26Q002M",NA,NA,NA,63985,36.5897,120.523,452.76,"2011-05-13 16:30:45",70371,"365897N1205232W001","365897N1205232W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,16872,NA,350,0,0,3,"N",452.76,452.76,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.5897,-120.523,6,NA,24,NA
"1292","WCR0272679",NA,"15S14E09E001M",NA,NA,NA,63968,36.6417,120.459,256.55,"2011-05-13 16:30:45",70371,"366417N1204591W001","366417N1204591W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,17540,NA,350,0,0,3,"N",256.55,256.55,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.6417,-120.459,6,NA,24,NA
"1293","WCR0276329",NA,"16S18E10A001M",NA,NA,NA,61872,36.5605,119.99,207.66,"2011-05-13 16:30:45",70371,"365605N1199902W001","365605N1199902W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,20800,NA,349,0,0,3,"N",208.16,207.66,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,10,36.5605,-119.99,6,NA,24,NA
